Project Full Code,Activity Name,Quantity,Input Type,Section,Drilled Meters
P5046,P5046 ‣ Vibro Compaction ‣ 0,12,Actual,0,192
P5046,P5046 ‣ Vibro Compaction ‣ 0,16,Actual,0,256
P5047,P5047 ‣ Mobilization Works -Soil Improvement ‣ 0,1,Actual,0,0
P5047,P5047 ‣ Stone Column ‣ 0,16,Actual,0,64
P5068,P5068 ‣ Mobilization Works -Soil Improvement ‣ 0,1,Actual,0,0
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 3,3,Actual,0,71
P4110,P4110 ‣ Secant Pile ‣ 4,12,Actual,1,168
P441,P441 ‣ Secant Pile ‣ 1,3,Actual,3,33
P441,P441 ‣ Secant Pile ‣ 1,3,Actual,1,30
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5059,P5059 ‣ Secant Pile ‣ 0,10,Actual,,100
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,595,Actual,,
P5017,P5017 ‣ Sheet Pile ‣ 0,11,Actual,,
P5017,P5017 ‣ Sheet Pile ‣ 0,2,Actual,,
P5042,P5042 ‣ Soldier Pile (H. Beams) ‣ 0,2,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,6,Actual,,
P5025-L,P5025-L ‣ Mobilization - Infra ‣ 0,1,Actual,,
P4110-P,P4110-P ‣ Tower Crane Piles ‣ 0,2,Actual,0,30
P4110,P4110 ‣ Secant Pile ‣ 4,9,Actual,1,126
P441,P441 ‣ Secant Pile ‣ 1,4,Actual,1,42
P441,P441 ‣ Secant Pile ‣ 1,2,Actual,3,44
P441,P441 ‣ Capping Beam ‣ 1,8,Actual,1,20
P5059,P5059 ‣ Secant Pile ‣ 0,10,Actual,,
P5065,P5065 ‣ Predrilling for Soldier Piles ‣ 0,1,Actual,,100
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,490,Actual,,12
P5017,P5017 ‣ Soldier Pile (H. Beams) ‣ 0,11,Actual,,
P5017,P5017 ‣ Sheet Pile ‣ 0,14,Actual,,
P5017,P5017 ‣ Soldier Pile (H. Beams) ‣ 0,2,Actual,,
P5046,P5046 ‣ Vibro Compaction ‣ 0,5,Actual,,
P5047,P5047 ‣ Stone Column ‣ 0,22,Actual,0,80
P5046,P5046 ‣ Vibro Compaction ‣ 0,11,Actual,0,88
P5047,P5047 ‣ Stone Column ‣ 0,26,Actual,0,176
P5039,P5039 ‣ Post-CPT ‣ 0,5,Actual,0,104
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,0,0
P5042,P5042 ‣ Supply of Concrete Panel ‣ 0,100,Actual,,72
P5009,P5009 ‣ Sonic Test ‣ 0,5,Actual,,
P5009,P5009 ‣ Sonic Test ‣ 0,5,Actual,P1,
P5009,P5009 ‣ Static Test ‣ 0,2,Actual,1.2m,
P5009,P5009 ‣ Static Test ‣ 0,1,Actual,1.5m,
P441,P441 ‣ Secant Pile ‣ 1,10,Actual,1,1
P441,P441 ‣ Capping Beam ‣ 1,15,Actual,,110
P5017,P5017 ‣ Sheet Pile ‣ 0,17,Actual,,
P5017,P5017 ‣ Supply & Installation of Concrete Panels ‣ 0,15,Actual,,
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,490,Actual,,
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,560,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,2,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,5,Actual,1,1
P4110,P4110 ‣ Secant Pile ‣ 4,3,Actual,2,77
P4110,P4110 ‣ Secant Pile ‣ 4,4,Actual,,36
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,3,Actual,,54
P5046,P5046 ‣ Vibro Compaction ‣ 0,18,Actual,0,288
P5047,P5047 ‣ Stone Column ‣ 0,28,Actual,0,112
P5059,P5059 ‣ Secant Pile ‣ 0,10,Actual,,100
P441,P441 ‣ Capping Beam ‣ 1,15,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,4,Actual,1,56
P4110,P4110 ‣ Secant Pile ‣ 4,6,Actual,2,62
P4110,P4110 ‣ Secant Pile ‣ 4,6,Actual,3-Mar,84
P5017,P5017 ‣ Soldier Pile (H. Beams) ‣ 0,5,Actual,,
P5017,P5017 ‣ Supply & Installation of Concrete Panels ‣ 0,20,Actual,,
P5017,P5017 ‣ Sheet Pile ‣ 0,6,Actual,,
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,595,Actual,,
P480,P480 ‣ Local Shoring ‣ 0,24,Actual,,
P480,P480 ‣ Local Shoring ‣ 0,6,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,3,Actual,2-Feb,46
P4110,P4110 ‣ Secant Pile ‣ 4,7,Actual,1-Jan,98
P480,P480 ‣ Static Test ‣ 0,1,Actual,,
P5004-73-P,P5004-73-P ‣ Integrity Test ‣ 2,4,Actual,,
P5059,P5059 ‣ Secant Pile ‣ 0,10,Actual,,100
P441,P441 ‣ Capping Beam ‣ 2,10,Actual,,
P441,P441 ‣ Capping Beam ‣ 1,2,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,10,Actual,,
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,23,Actual,,368
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,23,Actual,,368
P5059,P5059 ‣ Secant Pile ‣ 0,4,Actual,,40
P441,P441 ‣ Capping Beam ‣ 1,10,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,4,Actual,3-Mar,56
P4110,P4110 ‣ Secant Pile ‣ 4,2,Actual,4-Apr,31
P4110,P4110 ‣ Secant Pile ‣ 4,6,Actual,1-Jan,84
P4110,P4110 ‣ Secant Pile ‣ 4,6,Actual,2-Feb,93
P5046,P5046 ‣ Vibro Compaction ‣ 0,15,Actual,0,240
P5068,P5068 ‣ Vibro Compaction ‣ 0,8,Actual,8,88
P5047,P5047 ‣ Plate Load Test ‣ 0,2,Actual,0,0
P5047,P5047 ‣ Zone Load Test ‣ 0,1,Actual,0,0
P5046,P5046 ‣ Vibro Compaction ‣ 0,20,Actual,0,320
P5047,P5047 ‣ Stone Column ‣ 0,25,Actual,0,100
P5068,P5068 ‣ Vibro Compaction ‣ 0,4,Actual,0,44
P5046,P5046 ‣ Vibro Compaction ‣ 0,14,Actual,0,224
P5047,P5047 ‣ Stone Column ‣ 0,33,Actual,0,132
P5068,P5068 ‣ Vibro Compaction ‣ 0,1,Actual,0,11
P5017,P5017 ‣ Supply & Installation of Concrete Panels ‣ 0,24,Actual,,
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,305,Actual,,
P5017,P5017 ‣ Supply & Installation of Concrete Panels ‣ 0,21,Actual,,
P5017,P5017 ‣ Completion Date ‣ 0,1,Actual,,
P482,P482 ‣ C.Piles 1000mm ‣ 3,1,Actual,P3A,28
P482,P482 ‣ C.Piles 1000mm ‣ 3,1,Actual,P3C,28
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,2,Actual,2Pile P4C,60
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,2,Actual,1Pile P4C + 1Pile P4A,60
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 1,2,Actual,2Pile P4C,60
P482,P482 ‣ C.Piles 1200mm ‣ 1,2,Actual,P4C,60
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1Pile P4A,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1 Pile P4A,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1Pile P4A,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1Pile P4A,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,2,Actual,2Pile P4B,60
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1Pile P4B,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,2,Actual,2Pile P4B,60
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,1Pile P4B,30
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,25,Actual,,400
P441,P441 ‣ Capping Beam ‣ 1,25,Actual,,
P5017,P5017 ‣ Supply & Installation of Concrete Panels ‣ 0,4,Actual,,
P5016,P5016 ‣ Excavation & Cart Away ‣ 0,175,Actual,,
P5046,P5046 ‣ Vibro Compaction ‣ 0,15,Actual,0,240
P5068,P5068 ‣ Vibro Compaction ‣ 0,13,Actual,0,143
P5063,P5063 ‣ Mobilization Works -Soil Improvement ‣ 0,0,Actual,0,0
P5045,P5045 ‣ Post-CPT ‣ 0,12,Actual,0,12
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,14,Actual,,224
P5047,P5047 ‣ Completion Date - SI ‣ 0,1,Actual,,
P5059,P5059 ‣ Secant Pile ‣ 0,4,Actual,,40
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,3,Actual,,54
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,12,Actual,,
P441,P441 ‣ Capping Beam ‣ 1,30,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,2,Actual,4-Apr,31
P4110,P4110 ‣ Secant Pile ‣ 4,5,Actual,2-Feb,77
P4110,P4110 ‣ Secant Pile ‣ 4,7,Actual,1-Jan,98
P4110,P4110 ‣ Secant Pile ‣ 4,4,Actual,3-Mar,56
P4110,P4110 ‣ Secant Pile ‣ 4,4,Actual,3-Mar,56
P5003-P,P5003-P ‣ Integrity Test ‣ 0,32,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,8,Actual,,
P5042,P5042 ‣ Supply of Concrete Panel ‣ 0,130,Actual,,
P5065,P5065 ‣ Predrilling for Soldier Piles ‣ 0,36,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,8,Actual,,
P5063,P5063 ‣ Stone Column ‣ 0,9,Actual,0,63
P5063,P5063 ‣ Stone Column ‣ 0,5,Actual,5,35
P5063,P5063 ‣ Stone Column ‣ 0,17,Actual,0,119
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,8,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,1,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P5065,P5065 ‣ Predrilling for Soldier Piles ‣ 0,2,Actual,,
P5063,P5063 ‣ Stone Column ‣ 0,9,Actual,0,63
P5068,P5068 ‣ Vibro Compaction ‣ 0,16,Actual,0,176
P5068,P5068 ‣ Vibro Compaction ‣ 0,15,Actual,0,165
P5063,P5063 ‣ Stone Column ‣ 0,5,Actual,5,35
P5068,P5068 ‣ Vibro Compaction ‣ 0,11,Actual,0,121
P5063,P5063 ‣ Stone Column ‣ 0,17,Actual,0,119
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,1,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,4,Actual,,72
P4110,P4110 ‣ Secant Pile ‣ 4,5,Actual,1-Jan,70
P4110,P4110 ‣ Secant Pile ‣ 4,2,Actual,3-Mar,28
P4110,P4110 ‣ Secant Pile ‣ 4,2,Actual,4-Apr,28
P5007,P441 ‣ Completion Date ‣ 0,1,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,3,Actual,,54
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,8,Actual,,
P5059,P5059 ‣ Soldier Pile (H. Beams) ‣ 0,17,Actual,,
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,2,Actual,,36
P5025-D,P5025-D ‣ Sheet Pile - Infra ‣ Launching Pit,7,Actual,,
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,P4B,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,P4B,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,P4B,30
P482,P482 ‣ C.Piles 1200mm ‣ 2,2,Actual,P4B,60
P482,P482 ‣ C.Piles 1200mm ‣ 2,1,Actual,P4B,30
P482,P482 ‣ C.Piles 1200mm ‣ 3,1,Actual,1Pile P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 3,1,Actual,P4C (PTP),30
P482,P482 ‣ C.Piles 1200mm ‣ 3,1,Actual,P4C,30
P482,P482 ‣ C.Piles 1200mm ‣ 3,2,Actual,P4C,60
P482,P482 ‣ C.Piles 600mm ‣ 1,3,Actual,1Pile P1A - 2Pile P2A,67
P5063,P5063 ‣ Stone Column ‣ 0,28,Actual,0,196
P5068,P5068 ‣ Vibro Compaction ‣ 0,15,Actual,0,210
P482,P482 ‣ C.Piles 600mm ‣ 1,3,Actual,1Pile P1A - 2Pile P2A,67
P482,P482 ‣ C.Piles 600mm ‣ 1,3,Actual,1Pile P1A - 2Pile P2A,68
P5068,P5068 ‣ Vibro Compaction ‣ 0,19,Actual,0,266
P482,P482 ‣ C.Piles 600mm ‣ 1,3,Actual,1Pile P1A - 2Pile P2A,68
P5063,P5063 ‣ Stone Column ‣ 0,28,Actual,0,196
P5064,P5064 ‣ Pre-CPT ‣ 0,8,Actual,0,0
P5064,P5064 ‣ Site Preliminaries -Soil Improvement ‣ 0,0,Actual,0,0
P5059,P5059 ‣ Soldier Pile (H. Beams) ‣ 0,24,Actual,,
P4110,P4110 ‣ Secant Pile ‣ 4,1,Actual,3-Mar,14
P4110,P4110 ‣ Secant Pile ‣ 4,1,Actual,4-Apr,15
P4110,P4110 ‣ Secant Pile ‣ 4,2,Actual,2-Feb,31
P4110,P4110 ‣ Secant Pile ‣ 4,3,Actual,1-Jan,42
P4110,P4110 ‣ Deep Well Installation ‣ 0,2,Actual,0,28
P5025-C,P5025-C ‣ Predrilling for Sheet Piles - Infra ‣ Launching Pit,3,Actual,,54
P5025-C,P5025-C ‣ Sheet Pile - Infra ‣ Launching Pit,5,Actual,,
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Receiving Pit,8,Actual,,128
P5025-C,P5025-C ‣ Sheet Pile - Infra ‣ Launching Pit,15,Actual,,
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Receiving Pit,28,Actual,,448
P5065,P5065 ‣ Soldier Pile (H. Beams) ‣ 0,4,Actual,2,
P5025-C,P5025-C ‣ Sheet Pile - Infra ‣ Launching Pit,13,Actual,,
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Receiving Pit,23,Actual,,368
P5059,P5059 ‣ Supply of Concrete Panel ‣ 0,105,Actual,,
P5065,P5065 ‣ Soldier Pile (H. Beams) ‣ 0,35,Actual,,
P4110,P4110 ‣ Deep Well Installation ‣ 0,1,Actual,0,15
P4109,P4109 ‣ Excavation to Final Pit ‣ 2,133,Actual,,
P5003-P,P5003-P ‣ Integrity Test ‣ 0,82,Actual,,
P5068,P5068 ‣ Vibro Compaction ‣ 0,17,Actual,0,187
P5063,P5063 ‣ Stone Column ‣ 0,37,Actual,,
P5068,P5068 ‣ Vibro Compaction ‣ 0,25,Actual,0,275
P5063,P5063 ‣ Stone Column ‣ 0,16,Actual,0,112
P5068,P5068 ‣ Vibro Compaction ‣ 0,30,Actual,0,330
P5068,P5068 ‣ Vibro Compaction ‣ 0,31,Actual,0,341
P5064,P5064 ‣ Vibro Compaction ‣ 0,18,Actual,0,261
P5063,P5063 ‣ Stone Column ‣ 0,30,Actual,0,210
P5025-C,P5025-C ‣ Sheet Pile - Infra ‣ Launching Pit,16,Actual,,
P5025-L,P5025-L ‣ Predrilling for Sheet Piles - Infra ‣ Receiving Pit,25,Actual,,400
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,11,Actual,,
P4109,P4109 ‣ Excavation to Final Pit ‣ 1,100,Actual,,
P5039,P5039 ‣ Mobilization ‣ 0,1,Actual,,
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,24,Actual,,
P4110-P,P4110-P ‣ Tower Crane Piles ‣ 0,2,Actual,0,30
P5025-C,P5025-C ‣ Sheet Pile - Infra ‣ Launching Pit,15,Actual,,
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,8,Actual,,
P5056,P5056 ‣ Heek Kerb Haunching - Infra ‣ Area C,1000,Actual,,
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 4,4,Actual,0,94
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,51,Actual,,
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,11,Actual,,
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 4,2,Actual,0,47
P4109,P4109 ‣ Excavation to Final Pit ‣ 2,17,Actual,,
P5059,P5059 ‣ Capping Beam ‣ 0,28,Actual,,
P5068,P5068 ‣ Vibro Compaction ‣ 0,43,Actual,0,473
P5068,P5068 ‣ Vibro Compaction ‣ 0,38,Actual,0,418
P5068,P5068 ‣ Vibro Compaction ‣ 0,19,Actual,0,275
P5068,P5068 ‣ Vibro Compaction ‣ 0,44,Actual,0,484
P5064,P5064 ‣ Vibro Compaction ‣ 0,17,Actual,0,246
P5009,P5009 ‣ Sonic Test ‣ 0,4,Actual,P2,
P5009,P5009 ‣ Integrity Test ‣ 0,49,Actual,P2,
P5050,P5050 ‣ Installation of T Piles 800mm ‣ 5,4,Actual,"69 , 70 , 71, 73 ",90
P5050,P5050 ‣ Installation of T Piles 800mm ‣ 5,1,Actual,72,22
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,15,Actual,,
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,5,Actual,,
P5039,P5039 ‣ Supply of Concrete Panel ‣ 0,755,Actual,,
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,20,Actual,,
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 4,6,Actual,,
P4110-P,P4110-P ‣ C.Piles 1200mm ‣ 4,6,Actual,0,141
P5068,P5068 ‣ Vibro Compaction ‣ 0,61,Actual,0,671
P5064,P5064 ‣ Vibro Compaction ‣ 0,15,Actual,0,217
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,17,Actual,,
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,24,Actual,,
P5050,P5050 ‣ Installation of T Piles 800mm ‣ 5,2,Actual,"78 , 77",61
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Launching Pit,2,Actual,,
P5039,P5039 ‣ Soldier Pile (H. Beams) ‣ 0,15,Actual,,
P5059,P5059 ‣ Supply of Concrete Panel ‣ 0,100,Actual,,
P482,P482 ‣ C.Piles 600mm ‣ 1,1,Actual,1 Pile P2A,23
P482,P482 ‣ C.Piles 600mm ‣ 1,3,Actual,1Pile P1A - 2Pile P2A,68
P482,P482 ‣ C.Piles 600mm ‣ 1,4,Actual,3Pile P1A - 1Pile P2A,
P482,P482 ‣ C.Piles 600mm ‣ 1,2,Actual,1Pile P1A - 1Pile P2A,45
P482,P482 ‣ C.Piles 600mm ‣ 1,1,Actual,Pile P2A,23
P482,P482 ‣ C.Piles 600mm ‣ 1,1,Actual,1Pile P2A,23
P482,P482 ‣ C.Piles 600mm ‣ 2,1,Actual,Pile P2A,23
P482,P482 ‣ C.Piles 600mm ‣ 2,1,Actual,1 pile P1A,23
P482,P482 ‣ C.Piles 600mm ‣ 2,2,Actual,2Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 2,2,Actual,2Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 2,2,Actual, 2Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 2,2,Actual,2Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 2,1,Actual,P2A,23
P482,P482 ‣ C.Piles 600mm ‣ 2,1,Actual,P1A,23
P482,P482 ‣ C.Piles 600mm ‣ 3,2,Actual,1Pile P2B - 1Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 3,2,Actual,2Pile P2B,46
P482,P482 ‣ C.Piles 600mm ‣ 3,2,Actual,1Pile P1B - 2Pile P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 3,1,Actual,1Pile P2B,23
P482,P482 ‣ C.Piles 600mm ‣ 3,2,Actual,P2A,46
P482,P482 ‣ C.Piles 600mm ‣ 3,1,Actual,P2B,23
P482,P482 ‣ C.Piles 600mm ‣ 3,1,Actual,P2B,23
P482,P482 ‣ C.Piles 600mm ‣ 3,2,Actual,P2B,46
P482,P482 ‣ Dynamic Test ‣ 3,1,Actual,1 pile P3C,28
P482,P482 ‣ Signboard ‣ 0,1,Actual,1,
P482,P482 ‣ Static Test ‣ 3,1,Actual,1 pile P3C,28
P5039,P5039 ‣ Excavation & Cart Away ‣ 0,533,Actual,,
P5050,P5050 ‣ Installation of T Piles 800mm ‣ 5,5,Actual,"74,75,76,82,83",110
P5060,P5060 ‣ Mobilization ‣ 0,1,Actual,,
P5060,P5060 ‣ Guide Wall ‣ 0,22,Actual,,
P5025-L,P5025-L ‣ Sheet Pile - Infra ‣ Receiving Pit,12,Actual,,
P482,P482 ‣ C.Piles 1200mm ‣ 2,2,Actual,P4B,60
P5068,P5068 ‣ Vibro Compaction ‣ 0,77,Actual,0,847
P5079,P5079 ‣ Vibro Compaction ‣ 0,33,Actual,0,330
P5064,P5064 ‣ Vibro Compaction ‣ 0,25,Actual,0,350
P5061,P5061 ‣ Mobilization Works -Soil Improvement ‣ 0,0,Actual,0,0
P5068,P5068 ‣ Vibro Compaction ‣ 0,70,Actual,0,770
P5064,P5064 ‣ Vibro Compaction ‣ 0,14,Actual,0,196
P5079,P5079 ‣ Vibro Compaction ‣ 0,30,Actual,0,300
P5079,P5079 ‣ Mobilization Works -Soil Improvement ‣ 0,0,Actual,0,0
P5079,P5079 ‣ Vibro Compaction ‣ 0,4,Actual,0,40
P5079,P5079 ‣ Vibro Compaction ‣ 0,8,Actual,0,80
P5079,P5079 ‣ Vibro Compaction ‣ 0,34,Actual,0,340
P5079,P5079 ‣ Vibro Compaction ‣ 0,23,Actual,0,230
P5079,P5079 ‣ Vibro Compaction ‣ 0,25,Actual,0,250
P5079,P5079 ‣ Vibro Compaction ‣ 0,22,Actual,0,220
P5079,P5079 ‣ Vibro Compaction ‣ 0,29,Actual,0,290
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
