Project Code,Project Sub-Code,Project Name,Project Type,Responsible Division,Plot Number,KPI Completed,Project Status,Contract Amount,Contract Status,Work Programme,Latitude,Longitude,Project Manager Email,Area Manager Email,Date Project Awarded,Workmanship only?,Advnace Payment Required,Client Name,Consultant Name,First Party name,Virtual Material Value
P5045,,Delta - Deira Island 120,Soil Improvement Works,Soil Improvement Division,1010445,TRUE,On Going,"471,850.00",Signed,Not Required,25.2867326,55.2968901,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,5/14/2025,Full Package,FALSE,Globe Prestige Island 120 Investments L.L.C.,Jouzy Consulting Engineers,Delta Foundation Co. LLC,
P5046,,Vivanti Meteora - Al Barsha South,Soil Improvement Works,Soil Improvement Division,JVC11YMRH400,TRUE,On Going,"1,115,000.00",Signed,Submitted,25.059947,55.209261,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,5/15/2025,Full Package,FALSE,"M/s. Ahmed Moussa Mohamed Ali Heaba & 
Mohammed Abdulla Almuulla","CVTEC Consulting Engineers
","M/s. Ahmed Moussa Mohamed Ali Heaba & 
Mohammed Abdulla Almuulla",
P5047,,ASAK - Al Khan,Soil Improvement Works,Soil Improvement Division,987 (403 Mulk),TRUE,Completed,"284,400.00",Signed,Submitted,25.3334772,55.3603693,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,5/26/2025,Full Package,TRUE,Dhayab Bin Ayed Bin Khashan Al Anzi," Arjan Architects
", AL Serh AL Kabeer Construction L.L.C ,
P5048,,Awqaf  - Sharjah Govt - Infra,Infrastructure Works,Infrastructure Division,-,FALSE,Upcoming,"65,860.20",In Progress,Pending,,,Planning@rabatpfc.com,Planning@rabatpfc.com,7/5/2025,Workmanship,FALSE,Government of Sharjah – Department of Islamic Affairs,,,
P5049,,Aztec - Muweilah,Soil Improvement Works,Soil Improvement Division,6135,TRUE,Completed,"220,000.00",Signed,Approved,25.3287072,55.4742641,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,6/10/2025,Full Package,TRUE,ENOC,Al Burj Engineering Consultants,Aztec Middle East Contracting LLC,
P5050,,Kalleen - Ramhan Island - Abu Dhabi,Marine Works,Marine Division,-,TRUE,On Going,"5,630,000.00",Signed,Approved,24.5323409,54.5159221,ahmed.hammad@rabatpfc.com ,Planning@rabatpfc.com,6/12/2025,Workmanship,TRUE,Ramhan Development LLC,Mirage  ,KALLEEN Civil & Marine Contracting LLC,250.00%
P5051,,Alfa - Al Souq Al Kabeer,Shoring Works,Enabling Division,3120611,TRUE,Cancelled,"250,000.00",In Progress,Pending,25.2624375,55.2944511,Planning@rabatpfc.com,Planning@rabatpfc.com,6/13/2025,Full Package,TRUE,,,,
P5052,,High Beam - Merkadh,Shoring Works,Enabling Division,3470767,TRUE,On Going,"305,000.00",Signed,Submitted,25.1741352,55.2825333,mohamed.ashraf@rabatpfc.com,eslam.ali@rabatpfc.com,6/16/2025,Full Package,TRUE,District One FZ,Plural Architecture and Design,High Beam Contracting LLC,
P5053,,Aztec - Al Barsha South,Piling Works,Enabling Division,6710196,TRUE,Upcoming,"66,000.00",In Progress,Pending,25.0783851,55.2213322,Planning@rabatpfc.com,Planning@rabatpfc.com,6/19/2025,Workmanship,TRUE,Emarat,Al Burj Engineering Consultants,Aztec Middle East Contracting LLC,300.00%
P5054,,Aztec - Nadd Al Shiba ,Soil Improvement Works,Soil Improvement Division,6181340,TRUE,On Going,"357,000.00",Signed,Submitted,25.1587262,55.3149363,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,6/21/2025,Full Package,TRUE,Mr. Shamlal madathum parambath,Model Engineering Consultants,Aztec Middle East Contracting LLC,
P5055,,Dar Alwed - Al Juraina Sharjah - Infra,Infrastructure Works,Infrastructure Division,-,FALSE,Upcoming,"439,839.00",In Progress,Pending,25.2826566,55.4821566,Planning@rabatpfc.com,Planning@rabatpfc.com,7/5/2025,Workmanship,TRUE,Government of Sharjah – Public Works Department,Jacobs,Dar Alwd Construction L.L.C,
P5056,,Sharjah - Al Qarayen - Infra,Infrastructure Works,Infrastructure Division,-,FALSE,Upcoming,"7,401,609.00",In Progress,Pending,25.2935526,55.4987064,Planning@rabatpfc.com,Planning@rabatpfc.com,7/5/2025,Full Package,TRUE,Sharjah Municipality ,,Sharjah Municipality ,
P5057,,Proline - Al Jadaf,"Shoring Works, Soil Improvement Works",Soil Improvement Division,3261440,TRUE,Upcoming,"900,000.00",In Progress,Pending,25.2136277,55.3276997,Planning@rabatpfc.com,Planning@rabatpfc.com,7/2/2025,Full Package,TRUE,Mr. Hassan Abdulla Ahmed Al Bahri,Proline Engineering Consultants,,
P5058,,Stamn - Al Satwa,"Shoring Works, Soil Improvement Works",Soil Improvement Division,3342944,TRUE,Cancelled,"925,000.00",In Progress,Pending,25.2273724,55.2765658,Planning@rabatpfc.com,Planning@rabatpfc.com,7/3/2025,Full Package,TRUE,Mr. Jian Zhenj,"CVTEC Consulting Engineers
",Stamn Real Estate Development LLC,
P5059,,High Beam - Dubai Hills,Shoring Works,Enabling Division,6316914,TRUE,Completed,"520,000.00",In Progress,Submitted,25.1272011,55.2722157,mohamed.ashraf@rabatpfc.com,eslam.ali@rabatpfc.com,7/10/2025,Full Package,TRUE,Ms. Nikhat Shirin Asgar Ali,Onix Engineering Consultancy,Onix Engineering Consultancy,
P5060,,Paramount - Jumeirah First,Shoring Works,Enabling Division,3323826,TRUE,Upcoming,"424,175.00",In Progress,Pending,25.2261043,55.2487591,Planning@rabatpfc.com,Planning@rabatpfc.com,7/16/2025,Full Package,FALSE,Ouail Douazi ,Emkan architecture + engineering,Paramount International Contracting L.L.C,
P5061,,ASAK - Shuwaihean,Soil Improvement Works,Soil Improvement Division,181/A (MULK 510),TRUE,Upcoming,"451,600.00",In Progress,Pending,,,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,7/16/2025,Full Package,TRUE,General Authority of Islamic Affair and Endowments ,Rowaad Al Tasmeem Engineering Consultant ,Al Serh Al Kabeer - ASAK,
P5062,,INNOVO - Tie in connection at cluster 5 & 6 Saadiyat Lagoons,Infrastructure Works,Infrastructure Division,-,FALSE,Upcoming,"575,160.00",In Progress,Pending,24.5338447,54.4476809,Planning@rabatpfc.com,Planning@rabatpfc.com,7/21/2025,Full Package,TRUE,Aldar,Parsons,Innovo Build UAE,
P5063,,ARK - Sharjah,Soil Improvement Works,Soil Improvement Division, 17328 (Mulk 15/164),TRUE,On Going,"315,000.00",In Progress,Pending,,,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,7/21/2025,Full Package,TRUE,Mr. Imad Samir Boutrous Semaan,ARK Engineering Consultant,Mr. Imad Samir Boutrous Semaan,
P5064,,Al Tamayoz - Deira Island 1012,Soil Improvement Works,Soil Improvement Division,1010666 (DIB-WE-1012),TRUE,Upcoming,"624,000.00",In Progress,Pending,25.3226463,55.3236374,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,7/25/2025,Full Package,TRUE,Mr.Ibrahim Hussain Ali Fardan Al Fardan,Global Engineering Consultants,Al Tamayoz Contracting Co L.L.C.,
P5065,,High Beam - Merkadh - Faridoon,Shoring Works,Enabling Division,3470759,TRUE,Completed,"239,150.00",Signed,Approved,25.175501,55.2818489,Planning@rabatpfc.com,Planning@rabatpfc.com,8/12/2025,Full Package,TRUE,Mr. Faridoon Khan,Onix Engineering Consultancy,High Beam Contracting LLC,
P5066,I1,DAMAC - Riverside Indigo 1,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"12,439,950.00",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5066,I2,DAMAC - Riverside Indigo 2,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"10,580,398.00",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5066,R1,DAMAC - Riverside Royal 1,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"8,073,714.00",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5066,R2,DAMAC - Riverside Royal 2,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"8,192,586.00",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5066,R3,DAMAC - Riverside Royal 3,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"7,577,824.50",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5066,R4,DAMAC - Riverside Royal 4,"Enabling Works, Piling Works",Enabling Division,5971220,FALSE,On Going,"7,330,947.00",In Progress,Pending,24.9789995,55.2250364,Planning@rabatpfc.com,Planning@rabatpfc.com,,Full Package,TRUE,Damac MRY Investment,Gulf Engineering & Consultants,Island Oasis Properties LLC,
P5067,,Al Wathba - Al Mamzar  - Sharjah,"Piling Works, Shoring Works",Enabling Division,-,FALSE,Upcoming,"8,025,766.00",In Progress,Pending,25.313092,55.3621969,Planning@rabatpfc.com,Planning@rabatpfc.com,8/19/2025,Full Package,FALSE,Al Batha Real Estate,Cubic – Engineering Consultancy,AL WATHBA Building Cont. Co.,
P5068,,CPC - Sheraton - RAK,Soil Improvement Works,Soil Improvement Division,602035199,TRUE,On Going,"747,156.50",Signed,Pending,25.679801,55.7396542,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,8/19/2025,Full Package,FALSE,Rakhat Properties L.L.C,Federal Engineering Consultants, CPC Construction Piling Company,
P5069,,Projection - Wadi Al Safa 3,Shoring Works,Enabling Division,6456293,TRUE,Upcoming,"500,000.00",In Progress,Pending,25.1020431,55.304923,Planning@rabatpfc.com,Planning@rabatpfc.com,8/19/2025,Full Package,TRUE,Mr. Gilles Morihain and Ms. Eloise Koum,Emkaan Architecture Engineering,Projection Building Contracting LLC,
P5070,,Shapoorji Pallonji - Palm Jumeirah,Soil Improvement Works,Soil Improvement Division,PJGW01 ,TRUE,Upcoming,"1,159,167.00",In Progress,Pending,25.1019625,55.1511599,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,8/22/2025,Full Package,FALSE,Palm Jumeirah Co LLC - Nakheel,Atkins,Shapoorji Pallonji,
P5071,,Orient Crown - Lamer - Zahedi Villa,"Enabling Works, Shoring Works",Enabling Division,3020154,TRUE,Upcoming,"911,600.00",In Progress,Pending,25.2272949,55.2475064,Planning@rabatpfc.com,Planning@rabatpfc.com,8/25/2025,Full Package,FALSE,Mr. Saeed Zahedinasab,Orient Crown Architectural,Orient Crown Architectural,
P5072,,Binghatti - Flare A - JVC,Piling Works,Enabling Division,6848899,TRUE,Upcoming,"4,242,080.00",In Progress,Pending,25.0373506,55.1743897,Planning@rabatpfc.com,Planning@rabatpfc.com,8/27/2025,Workmanship,TRUE,Binghatti Properties Investment Limited,Silver Stone Engineering Consultants,Granada Europe Consturction LLC,
P5073,,Nshama - Business Bay,"Enabling Works, Shoring Works, Piling Works",Enabling Division,3450188/3450186,FALSE,Upcoming,"16,500,893.00",In Progress,Pending,25.19603,55.1743897,mohamed.ashraf@rabatpfc.com,mohamed.ayman@rabatpfc.com,9/2/2025,Workmanship,FALSE, NSHAMA Properties,AE7, NSHAMA Properties,
P5074,Building A, ECC - Al Hebiah 2,Shoring Works,Enabling Division,6757725,FALSE,Upcoming,"3,907,900.00",In Progress,Pending,25.0413687,55.2491782,mohamed.ashraf@rabatpfc.com,eslam.Ali@rabatpfc.com,,Full Package,FALSE, Vishwamitra,Emkaan Architecture & Engineering Consultancy, ECC Fit Out Construction LLC ,
P5075,,Al Rehab - ASCS Layyah - Sharjah,Soil Improvement Works,Soil Improvement Division,23,FALSE,On Going,"1,450,000.00",In Progress,Submitted,25.1019625,55.1511599,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,,Full Package,TRUE,"Bukhatir Investment Limited","ATI Consultants, Architects, Engineers", Al Rehab Building Contracting ,
P5076,,Venus - Jumeirah,Shoring Works,Enabling Division,3322899,FALSE,Upcoming,"180,000.00",In Progress,Pending,25.227125,55.251097,,mohamed.ayman@rabatpfc.com,,Full Package,TRUE,Venus Constractions L.L.C,Architect Consultnt Engineer,Venus Constractions L.L.C,
P5077,,Allied- Al Satwa,"Shoring Works, Soil Improvement Works",Enabling Division,3347648,FALSE,Upcoming,"972,220.00",In Progress,Pending,25.222915,55.276034,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,,Full Package,TRUE,Generation Investment Company L.L.C,Abdul Rahim Architectural Consultants,Alliedtech Contracting LLC,
P5078,,CAT - DPE - MARGHAM,Shoring Works,Infrastructure Division, PX38 ,FALSE,Upcoming,"761,546.00",In Progress,Pending,25.1019625,55.1511599,Planning@rabatpfc.com,Planning@rabatpfc.com,,Workmanship,FALSE,Dubai Petroleum ,Kent International Arabia LTD, C.A.T. Group,
P5079,,CPC - Soleva,Soil Improvement Works,Soil Improvement Division,602035123,FALSE,Upcoming,"346,750.00",In Progress,Pending,25.3226463,55.3236374,mahmoud.omara@rabatpfc.com,mohamed.hamza@rabatpfc.com,,Full Package,FALSE,Al Huzaifa Properties Fz-LLc,Winner Holistic Consultants, CPC Construction Piling Company,
P5080,,Abu Dhabi Cycle Track,Marine Works,Marine Division,-,FALSE,Upcoming,"11,075,750.00",In Progress,Pending,-,-,mahmoud.eldesouky@rabatpfc.com,ahmed.hammad@rabatpfc.com,,Workmanship,TRUE,Aldar Properties,Parsons,Western Bainoona Group,
P5081,,High Beam - Lamer,Shoring Works,Enabling Division,3323867,FALSE,Upcoming,"1,075,000.00",In Progress,Pending,25.227562,55.251134,mohamed.ashraf@rabatpfc.com,eslam.Ali@rabatpfc.com,,Full Package,TRUE,Mohammed Emadur Rahman,IMPERIUM Group,High Beam Contracting LLC,
P5082,,Dar Al Wed,Infrastructure Works,Infrastructure Division,302-187,FALSE,Upcoming,"1,035,360.00",In Progress,Pending,-,-,Planning@rabatpfc.com,Planning@rabatpfc.com,,Workmanship,FALSE,Government of Sharjah – Public Works Department,Jacobs,DAR AL WD Construction L.L.C,
P5083,,CPC - Hive - RAK,Infrastructure Works,Infrastructure Division,7-5B,FALSE,Upcoming,"494,710.00",In Progress,Pending,-,-,mohamed.ashraf@rabatpfc.com,eslam.Ali@rabatpfc.com,,Full Package,FALSE,RAK PROPERTIES,AECOM,CPC Construction Piling Company,
P5074,Building B, ECC - Al Hebiah 2,Shoring Works,Enabling Division,6750301,FALSE,Upcoming,"3,192,450.00",In Progress,Pending,25.0413687,55.2491782,mohamed.ashraf@rabatpfc.com,eslam.Ali@rabatpfc.com,,Full Package,FALSE, Vishwamitra,Emkaan Architecture & Engineering Consultancy, ECC Fit Out Construction LLC ,
